1a8708a9-320f-46b2-8edc-7c614db23185,gptturbo,gsm8k,0cot,1,shortcut,False
3beb3ec5-03ec-4c60-9ef9-7c7cc091fdff,gptturbo,gsm8k,0cot,1,shortcut,True
cf57e172-cf8f-4ba1-aa55-c03711be6809,gptturbo,gsm8k,0cot,1,typo,False
52a8c16e-845a-42c3-8b6c-589fd1dfae4c,gptturbo,gsm8k,0cot,1,typo,True
bb4408e6-063b-44c1-8640-047805d3bd1a,gptturbo,gsm8k,0cot,1,,True
a454c5fe-03ad-4d62-a695-693df2df3620,gptturbo,gsm8k,cot,1,shortcut,False
c5ceafad-57e4-4127-8adc-6ab9fe83b17b,gptturbo,gsm8k,cot,1,shortcut,True
d0b71edb-7f83-4caf-9dcf-7e5f39067b2d,gptturbo,gsm8k,cot,1,typo,False
3ac99246-c550-425a-ba54-6b4bbc4e6b96,gptturbo,gsm8k,cot,1,typo,True
a0ec5327-350c-4a1d-839a-ab33de55539b,gptturbo,gsm8k,cot,1,,True
08c63ce8-0fd9-487b-8692-fc8743adee0f,gptturbo,gsm8k,cot,2,shortcut,False
fccddc2e-9081-4815-92a1-6d00a88e03aa,gptturbo,gsm8k,cot,2,shortcut,True
dae26bff-64d8-4719-ab3e-91667d4ed1de,gptturbo,gsm8k,cot,2,typo,False
e2e65f65-d4c7-4598-b543-6deea1e0da39,gptturbo,gsm8k,cot,2,typo,True
a4a9cebd-7a38-42a8-a212-dcf42de40943,gptturbo,gsm8k,cot,2,,True
2fe90d48-6372-4fa7-8114-fa188c136b14,gptturbo,gsm8k,cot,4,shortcut,False
a60a0a22-a0b9-491e-b463-5021d507f9af,gptturbo,gsm8k,cot,4,shortcut,True
4381ac91-d79c-494b-8079-d9afc46036d8,gptturbo,gsm8k,cot,4,typo,False
66c34b92-217c-4c92-9ce9-fc8142f59a49,gptturbo,gsm8k,cot,4,typo,True
64023dd8-ec48-40b7-8007-eb0dc1eac506,gptturbo,gsm8k,cot,4,,True
f88c6979-2f80-404f-9bc0-22bba7b33fa2,gptturbo,gsm8k,cot,8,shortcut,False
0dc7f3e0-d545-4395-aefd-9659596ec8a7,gptturbo,gsm8k,cot,8,shortcut,True
33ea888d-6a35-4e9a-96ef-4a722b08eab1,gptturbo,gsm8k,cot,8,typo,False
58437302-a1eb-46ca-bfe4-0ccbaff3c570,gptturbo,gsm8k,cot,8,typo,True
948e8752-379b-42db-8d8d-b0d73d99f303,gptturbo,gsm8k,cot,8,,True
e6f02ec1-7852-442c-96dc-71a0a72b9204,gptturbo,gsm8k,ltm,1,shortcut,False
924cad4d-2427-4c59-8f7e-dcc0015c8c3a,gptturbo,gsm8k,ltm,1,shortcut,True
3b4d808f-c293-4281-8e6b-c6dbaae1df5e,gptturbo,gsm8k,ltm,1,typo,False
fa81850b-bc71-49a3-af50-3c29886070ab,gptturbo,gsm8k,ltm,1,typo,True
afd1b944-ed95-4631-b45e-5c34633a13b5,gptturbo,gsm8k,ltm,1,,True
5d046ba7-3172-49f2-b7ac-9e34f1c8636a,gptturbo,gsm8k,ltm,2,shortcut,False
6118b2c0-75ae-46c9-8347-7dbac48971d2,gptturbo,gsm8k,ltm,2,shortcut,True
57e9ec4a-18c4-4061-a7e8-5b8f9e8a6b8b,gptturbo,gsm8k,ltm,2,,True
16a5f60e-5baf-4f43-8937-fc206c283173,gptturbo,gsm8k,ltm,4,shortcut,False
1c40ccd5-0fe7-4c94-a7ce-c087e08e0a24,gptturbo,gsm8k,ltm,4,shortcut,True
cc84cc2e-0f2c-43dc-9e9f-5fb3a58ac51f,gptturbo,gsm8k,ltm,4,,True
2ace9bdf-3341-45f7-b8fe-b157f31ff281,gptturbo,gsm8k,ltm,8,shortcut,False
77170cf2-74b9-43cc-a037-d8929585233d,gptturbo,gsm8k,ltm,8,shortcut,True
51cc8e86-b852-4e3b-8922-90d0b1461629,gptturbo,gsm8k,ltm,8,,True
11c6d885-31e6-482d-bc81-32549ce3402e,gptturbo,gsm8k,cot,1,repetition,False
b093340b-0610-49fc-b531-ed81ead525d2,gptturbo,gsm8k,cot,1,repetition,True
a25df772-6305-4685-8e80-663940e220fa,gptturbo,gsm8k,cot,2,repetition,False
2048c695-77cd-4c5f-acdb-9dcf07e09767,gptturbo,gsm8k,cot,2,repetition,True
c3568ecf-2361-4652-b73e-e74dc486520b,gptturbo,gsm8k,ltm,1,repetition,False
da32df76-427e-4689-8c35-0a0373eb467e,gptturbo,gsm8k,ltm,1,repetition,True
f1b94e6c-2c83-476f-8bb3-dfc1049b0dde,gptturbo,gsm8k,0cot,1,repetition,False
eb8acbcc-9c96-4c61-ba1a-fc7af48be8c0,gptturbo,gsm8k,ltm,2,typo,True
17aa875d-47f6-472c-a5c2-c8ca87705589,gptturbo,gsm8k,ltm,2,typo,False
f00eee48-81bf-4c0a-9a52-fcef7fcc2eb5,gptturbo,gsm8k,ltm,2,repetition,False
8f6e99f6-4ec0-4ec1-b6ac-89971bbb901f,gptturbo,gsm8k,ltm,2,repetition,True
e5f1a8a3-c0ad-40a1-972f-fc9d07a43b36,gptturbo,gsm8k,cot,4,repetition,False
a43e39d0-4be0-4e95-919f-21de6a0de8fe,gptturbo,gsm8k,cot,4,repetition,True
eacefb90-6fc7-40de-adcf-55c922282327,gptturbo,gsm8k,ltm,4,typo,True
e0234c6e-6298-4755-8b61-746854802554,gptturbo,gsm8k,ltm,4,typo,False
232ad217-981d-4b38-8324-4898f2925237,gptturbo,gsm8k,ltm,4,repetition,False
407598e5-e5b3-49a0-a802-3b12bc74c19f,gptturbo,gsm8k,ltm,4,repetition,True
405ead99-b5bf-404a-8e22-df30b94bcffd,gptturbo,gsm8k,cot,8,repetition,False
2f8672f0-438b-42fa-8a05-24b6cc7fbcb2,gptturbo,gsm8k,cot,8,repetition,True
3809cba4-937c-4a25-b7d5-f8b1a96603cb,gptturbo,gsm8k,ltm,8,typo,False
bf999634-fcf8-4513-b803-30f771a8adad,gptturbo,gsm8k,ltm,8,typo,True
bff384be-43b8-46cf-b63b-11f7525a53e1,gptturbo,gsm8k,ltm,8,repetition,False
4276a163-0315-438a-a7d0-a674ec59524f,gptturbo,gsm8k,ltm,8,repetition,True
a3245074-6541-4640-8adf-b8fedbf0f911,gptturbo,gsm8k,cot,1,synonym,True
60408ef5-4f99-4384-8426-31f931d29f6b,gptturbo,gsm8k,cot,2,synonym,False
92966178-ece5-4c11-aa22-4524f1ef4632,gptturbo,gsm8k,cot,2,synonym,True
5d078948-e0db-4d41-b246-527a7110472e,gptturbo,gsm8k,cot,1,synonym,False
42d01cfc-6c93-4951-b219-23fc2c5ace22,gptturbo,gsm8k,ltm,1,synonym,True
4b6bafb0-17dd-488e-8a68-c6f446e9cb2f,gptturbo,gsm8k,cot,4,synonym,False
8aa3a9c3-3b1f-4ff4-b991-b033d1484f3b,gptturbo,gsm8k,ltm,1,synonym,False
d92fe473-a04e-469e-9ef8-c75a435d83a7,gptturbo,gsm8k,cot,4,synonym,True
9978ff6a-f3e8-4eee-afd6-799107840658,gptturbo,gsm8k,0cot,1,synonym,False
6f470391-fed2-4b61-a9a7-1d17ad8a8696,gptturbo,gsm8k,ltm,2,synonym,True
82a731e9-4eee-4742-8aba-52f7c894976b,gptturbo,gsm8k,ltm,2,synonym,False
a791d671-b3e7-4bfe-ac36-34b329300eda,gptturbo,gsm8k,cot,8,synonym,True
2bb2ce51-3251-427a-8e9e-7882709cac59,gptturbo,gsm8k,cot,8,synonym,False
bca7add3-7920-495d-be8f-28cba2dc215a,gptturbo,gsm8k,ltm,4,synonym,False
9319fba3-bff1-4c39-977a-bd610b4727b3,gptturbo,gsm8k,ltm,4,synonym,True
84d57ac5-5fb0-4b6c-9af5-2dc669345faf,gptturbo,gsm8k,ltm,8,synonym,False
99666e19-4bbd-4d0c-acac-a6544acbdb16,gptturbo,gsm8k,ltm,8,synonym,True
